Bubble Tea Shop,Latitude,Longitude,Place ID,Number of Nearby Colleges,Nearby Colleges,Average Distance to Colleges (m),Shortest Distance to Colleges (m),Number of Nearby Schools,Nearby Schools,Average Distance to Schools (m),Shortest Distance to Schools (m)
MTL T,45.4756456,-73.60702669999999,ChIJEXZ1HaQRyUwR4KzH_ie88Jk,2,"['Marianopolis College', 'Stone Hon. Paul Gerin - Lajiue']",700.0,443.0,40,"['Centre des arts visuels / The Visual Arts Centre', 'Notre-Dame-De-Grâce School', 'Preschool Blossom Academy', 'Montreal Voice Coach & Singing Teacher, Lesley Findlay', 'N C J Educational Services', 'Church Prayer Palace', 'Express Voice Studio NDG', 'Singing Lessons with Tamar and Geoff', 'MaFa Studio', 'Harmonie Musicothérapie', '가나다 한국어 학교', 'FCCCQ', 'GANADA Korean Language School', 'Garderie Montessori Westmount', 'The Westmount Piano Studio', 'Centennial Academy', 'MacKay School for the Deaf', 'Garderie Éducative Autour Du Monde', ""School Saint-Luc - Annexe Prud'homme"", 'Farhan school', 'Mini-Med School', 'roslyn mountainside', 'Ics Canada High School', 'Jonathan Stein', 'Enfance Pour Tous Upper Lachine', 'Camp Musical Des Laurentides', 'Ets', 'Congrégation De Notre-Dame', ""Nursery Mina's small treasures Inc."", 'Primary School Saint-Raymond', 'Roslyn Elementary School', 'Chapman Piano Studio NDG/Westmount - Cours de Piano et Guitare', 'Prof Findlay Appt #3', 'Shooting Star School', 'Montreal Oral School for the Deaf, Inc.', 'Darriet F', 'Marc Tennis Coach', 'École de DJ la Roue de Camelot', 'Poste', 'DiiKoy']",719.7,39
Real Fruit Bubble Tea,45.5077116,-73.56362829999999,ChIJ2YIWUecbyUwR9dwIA5n5kew,58,"['Cegep of Old Montreal', 'University of Quebec in Montreal', 'University of Quebec at Montreal', 'ISI, Higher Institute of Computer Science', 'NAD - École des arts numériques, de l’animation et du design', ""Institut de Recherches et d'Études Féministes (IREF)"", 'School Show-Business', ""École de design de l'UQAM"", 'Laboratoire de résistance sémiotique', 'Laval University - Montreal Office', 'Judith Jasmin Pavilion Annex', 'McGill School of Continuing Studies', 'English and French Language Programs', 'Department of East Asian Studies', 'Centre de réadaptation en dépendance de Montréal – Institut universitaire', 'McGill University', 'Department of Atmospheric and Oceanic Sciences', 'Trebas Institute', 'Collège Salette', 'Collège CDI - Montréal', 'EMBA McGill - HEC Montreal', 'Education Canada College', 'CGH College', 'mcgill', 'React Academy', 'UQAM - Pavillon President-Kennedy', 'Volumes College', 'UQAM pavillon V', 'HEC Montréal - Édifice Hélène-Desmarais', 'École des dirigeants HEC Montréal', 'Complexe des sciences Pierre-Dansereau', 'Registrariat - UQAM', 'Cybersecurity degree and certification (by Kensley College)', 'Kensley College', 'Mcit', 'UQAM', ""Service des Archives et de Gestion des Documents de l'Uqam"", ""Majlis ta'lim Nurul mangsub"", 'Startup Playground', 'Ferrier Building 2', 'college', 'Collège Greystone à Montréal', 'CHOQ.ca', 'UQAT Center in Montreal', 'Voyages En Direct University', 'AFELC-UQAM', 'Transept sud– Anciennement Cathédrale Saint-Jacques de Montréal – Maintenant UQAM', 'Collège Tmi', 'Languages, Literatures, and Cultures - Hispanic Studies', 'Foundation Uqam', 'CEGEP', 'ESMA, 3D College in Montreal', 'Maass Chemistry Building', 'Pinacoteca', 'The Presbyterian College, Montreal', 'Macdonald-Harrington Building', 'College Supérieur Montréal', 'Roy Pain Lab']",948.8103448275862,220.0,60,"['University of Quebec at Montreal', 'F.A.C.E. Elementary and Secondary School', 'Berlitz Montréal Learning Centre', 'School Show-Business', 'Gemmological Institute of Montreal', 'Coeur des sciences', 'Hexagram-UQAM', 'UQAM', 'Adult Education and Vocational Training Network', 'Fashion College ESG UQÀM, in Partnership with the UQÀM Faculty of Arts', 'Elite Québec', 'Observatory Compétences-Emplois', 'Blitz Tutorat', 'MLS', 'McGill School of Continuing Studies', 'EFPHQ Vocational Training School In Hypnotherapy', 'Axion 21 Centre Linguistique', 'Paulo Bottas - Music', 'Kaplan (Canada) Ltd', 'MLS Inc', 'Superior College Of Montreal, Inc.', ""School Preparatory Music De L'uqam"", 'Trebas Institute', 'FARMM', ""Institut national de l'image et du son"", 'Academie Bar Pro', 'Place Aux Jeunes Du Quebec', 'CGH College', 'Isi - Cegep', 'Jam Vocal Academy', 'Galerie Bejo', 'Matthew Lui Kung Fu', 'École de bar MADE WITH LOVE Bar School', '학회장', 'Kendrick garderie', 'Ecole de management INSA School of Management', 'Immigration Canada', 'École Alemán', 'School Circus', 'School of architecture, McGill University', 'Montreal School of Jewelery', ""Centre d'évaluation de compétences linguistiques (CECL-UQAM)"", 'L’Academie internationale de la conférence', 'hi', 'Regroupement pour la formation en audiovisuel du Québec', 'UQAM Pavillon Sherbrooke', 'Zoom Académie', 'School Alexandra', 'Flag Sherbrooke', 'School', 'Cpe', 'Espi Campus Montréal', 'Club Immobiliet', 'Maison blanche', '语言学校', 'Escuela Canada', 'College La Perle', 'Training Center Éducagir', 'Camp By Day Photo-Entrequatreyeux', 'SC COLLEGE QUEBEC']",801.8,220
Bubble Tea Shop,45.593378,-73.668303,ChIJJ4q1ZiQhyUwRpNWXeVj2eE0,1,['college citoyn'],546.0,546.0,17,"[""L'Envol"", 'School Of Music Shading Musical Maryse Gagné', 'Montessori School De Laval', 'École primaire des Ormeaux', 'Garderie Educative Mari-Li', 'Saint-Vincent Elementary School Concorde Centre (édifice Gordon)', 'School De Piano Frédéric Chopin', 'École Saint-Charles', 'Nursery Éthan', 'Autodéfense Laval', 'Tai Chi Laval', 'Najat Guerbouz', 'St. Paul Elementary School', 'St-Paul Annex Ecole', 'Val-des-Arbres Primary School', 'Porte Service De Garde Door', 'North Star academy Laval']",723.1764705882352,114
Presotea Jean Talon,45.5383545,-73.6141796,ChIJAyGeox0ZyUwReuT3KQqy2_w,5,"['CEGEP', 'École de Clown et Comédie / Clown and Comedy School', 'IVADO', 'Boulevard Perras', 'Tac college']",934.6,481.0,60,"['École La Petite-Patrie, Pavillon Saint-Jean-De-La-Croix', 'École de danse Le Ballet Théâtral de Montréal', 'Montreal Academy of Music', 'Distributions France Lecuyer Inc.', 'Services Conseils Hardy Inc', 'QuébecGuitare.com - Cours de Guitare Privé & Suivi en Ligne', 'Enfance Pour Tous Faillon', 'Espace De Creation', 'La Petite Classe Montessori', 'MagieStrale', 'École primaire La Mennais', 'Academy Sutherland Du Québec', 'Centre Educationnel Inter-Age Du Cegep Marie-Victorin', 'La Petite-Patrie Elementary School', 'Parking', 'École primaire Saint-Gabriel-Lalemant', 'School Arts And Music Viva', 'Sainte-Cécile Elementary School', 'News Acropole Canada', 'Académie des QuantaPraticiens Internationale', 'Jeremy Roos', 'Tuition Of French I Private French Lessons - Montréal', 'Singing Lessons Network Euphonie', 'Arabesque Burlesque', 'Sensacion Latina', ""Catherine's"", 'Express Voice Studio Little Italy', 'Primary School Laurier Transitoire', 'Mtl Shamisen Project', 'Educational Center Le Jardin Urbain', '235 Sainte Anne Varennes', 'Sophie De Cruz', 'Amarrages Sans Frontières', 'Joan Et Mathilde', 'Academie Innatum Ecole Spec', 'École primaire Saint-Arsène', 'Garderie Les Petits Garnements de TaGa', 'Ecole Charade', 'Private English Lessons Montreal Home Business in Villeray', 'Nursery Les Trésors De La Petite Italie', 'Tienda de uniformes', 'Centre canadien de recherche sur le toucher', 'ADI accelerator', 'Express Voice Studio: Cours de chant pour adultes', 'Guitar Coaching Montréal', 'Alisha Ruiss Vocal Coach', 'Ecole Felix Lecler', 'Escuela juan', 'Capucine Et Lulu', 'Guitar Studio Jason Field', 'Coudonc', 'Nursery Catou', 'Les Affûtés - Garage', 'Practice', 'La corde libre', 'Servicestutorat', 'Music and Languages with Michal', 'Les Affûtés - Petite Italie', 'Rubika Nouvelle Adresse', 'Cours De Chant ""Dévoiler Sa Voix""']",709.1666666666666,125
Gong Cha 貢茶,45.493685,-73.57969609999999,ChIJ7cBPbs4byUwRHzgzoXsNDuo,52,"['Collège of Montréal', 'Collège LaSalle', ""O'Sullivan College"", 'Dawson College', 'Concordia University', 'Académie Michèle-Provost', 'Middle School Inter-Dec', 'JIS education 菁华学院', 'Concordia Bootcamps', 'Immersive and Creative Technologies Lab, Concordia University', 'Lasalle Service', 'Herzing College Montreal', 'Middle School De Montréal', 'Canada College', 'Ordre Des Geologues', 'McGill', 'John Molson School of Business', 'IISE Concordia Chapter', 'Faubourg Tower', 'JMSB', ""Concordia University's Centre for Creative Reuse"", 'FiQbe', 'Grey Nuns Building, classroom entrance', 'Pavillon Ev Building', 'Concordia University ER Building', 'CENPARMI - Concordia University', 'Centre arts et santé de Concordia', 'Concordia University Department of Computer Science and Software Engineering', 'Veritas College of Technology Inc.', 'matralab', '4TH SPACE, Concordia University', 'Concordia Model United Nations Conference', 'Sir George Williams Campus', 'LB Building, Concordia University', 'Concordia Card Services - Student ID', 'UNIVERSITE DE MONTREAL', 'Conservative Concordia', 'H Building Concordia University', 'GCES', 'MCMT College of Science', 'S et G', 'Concordia University VA Building', 'Université McGill', 'Canada college new campus', 'COLLÈGE CANADA', ""Canada College - King's Campus"", 'Divison of Child Psychiatry, McGill University', 'TAC College Solutions Inc', 'CEGEP', 'Broadway Academy', 'Hosmer House Annex', 'Stewart Biology Building - McGill University 🎓🏫']",573.1538461538462,174.0,60,"['Collège of Montréal', 'Académie Michèle-Provost', 'EC Montreal English Language School', 'LAB Montreal - Languages Across Borders', 'Middle School Inter-Dec', 'Summit T E C C', 'Fleur de Lys (Linguistic Services)', ""Let's Go First Aid"", '法语认证班 - 双维国际菁英教育', '四海同游', 'ISART Digital Montréal Inc', 'Herzing College Montreal', 'School of Community and Public Affairs, Concordia University', 'Medhat Hanbali - Film Composer', 'Academie', 'Alima, Centre de nutrition sociale périnatale (anciennement Dispensaire diététique de Montréal)', 'Grade Gurus', 'CPE Genesis', 'Garderie Rainbow Daycare', 'Collège MEGA', 'Danse Westmount, RAD (Royal Academy of Dance)', 'Zumba Montreal', 'Canadian Institute For Health', 'National Truck Driving School Downtown MTL. Guy. C', 'General Physics Corporation', 'Centennial College', 'The Sacred Heart School of Montreal', 'Nunavik Sivunitsavut', 'Academie Internationale De', 'Trafalgar School for Girls', 'Japanese Language School In Montreal', ""Conseil des Fonds d'Investissement du Québec"", 'McGill University Office of Sustainablity', 'Studio Vandendool (Guitar lessons)', 'Beyond Education Canada', 'Monbec', 'Victoria School', ""Jiacheng International Centre D'échange Culture"", 'Escuela de Inglés en Montreal', 'Concordia University FG building', 'Concordia University, Toronto - Dominion Building', 'Centre International de Langue Sishu', 'Qin Academy', 'Department of Education', 'Concordia Continuing Education', 'MB Concordia University - School of Business', 'School FB Building', 'FENGYE College Center', 'Concordia University, John Molson Building', 'Mel Hoppenheim School of Cinema', 'Ecole Chinoise', 'Concordia University, Guy - De Maisonneuve Building', 'FB building', 'Grey Nuns Building', 'EC Montreal', 'GM building', 'Express Voice Studio. Cours de Chant Downtown', 'Conference Services', 'Concordia University Learning Square (LS)', 'LCI Education Network']",490.76666666666665,67
Bubble Tea Shop,45.500112,-73.56652199999999,ChIJd72AyjEbyUwRgeNuoQoN7EQ,59,"['École de technologie supérieure ÉTS', ""O'Sullivan College"", 'McGill University', 'Desautels Faculty of Management, McGill University', 'ISI, Higher Institute of Computer Science', 'NAD - École des arts numériques, de l’animation et du design', 'Elite Consultation & Formation Association', 'McGill Executive Institute', 'Canada College', 'Ordre Des Geologues', 'School Show-Business', 'McGill School of Continuing Studies', 'English and French Language Programs', 'Department of East Asian Studies', 'Maison des étudiants - Pavillon E , ETS', 'Laval University - Montreal Office', 'Résidences ETS', 'McGill University Service Point', 'Department of Atmospheric and Oceanic Sciences', 'Education Canada College', 'Trebas Institute', 'EMBA McGill - HEC Montreal', 'Voyages En Direct University', 'SKYWAYS AVIATION', 'Ferrier Building 2', 'college', 'HEC Montréal - Édifice Hélène-Desmarais', 'École des dirigeants HEC Montréal', 'Mcit', ""Majlis ta'lim Nurul mangsub"", 'Geodar', 'School of Technology Superior - ETS Building B', 'Startup Playground', 'Université McGill', 'COLLÈGE CANADA', ""Canada College - King's Campus"", 'ETS, Pavillon A', 'Canada college new campus', ""Carrefour d'innovation INGO (ETS)"", 'UQAT Center in Montreal', 'ÉTS Formation', 'Languages, Literatures, and Cultures - Hispanic Studies', 'ÉTS Residence Hall Phase 1 and 2', 'Sahar', 'Concordia University VA Building', 'TAC College Solutions Inc', 'Collège Tmi', 'MCMT College of Science', 'Collège Greystone à Montréal', 'Maass Chemistry Building', 'Volumes College', 'CGH College', 'Macdonald-Harrington Building', 'LB Building, Concordia University', 'Concordia Card Services - Student ID', 'UQAM - Pavillon President-Kennedy', '4TH SPACE, Concordia University', 'Macdonald Engineering Building', 'Roy Pain Lab']",833.4237288135594,168.0,60,"['Imagination Preschool & Nursery', 'MLS', 'F.A.C.E. Elementary and Secondary School', 'Berlitz Montréal Learning Centre', 'General Physics Corporation', 'Adult Education and Vocational Training Network', 'Blitz Tutorat', 'Canadian Institute For Health', 'Zumba Montreal', 'Collège MEGA', 'UQAM', 'Gemmological Institute of Montreal', 'Superior Technical University - ETS, Pavillon B', ""Conseil des Fonds d'Investissement du Québec"", 'School Show-Business', 'McGill School of Continuing Studies', 'McGill University Office of Sustainablity', 'EFPHQ Vocational Training School In Hypnotherapy', 'Academie', 'Medhat Hanbali - Film Composer', 'Grade Gurus', 'ISART Digital Montréal Inc', '法语认证班 - 双维国际菁英教育', '四海同游', 'FARMM', 'Elite Québec', 'Axion 21 Centre Linguistique', 'Kaplan (Canada) Ltd', 'McGill CPE', 'MLS Inc', 'Trebas Institute', 'Superior College Of Montreal, Inc.', 'Ubisoft Campus', 'Fraser Institute', 'Academie Bar Pro', 'Zoom Académie', 'Place Aux Jeunes Du Quebec', 'College Varnier Rockland Montreal', 'concordia', 'Stanilas', 'School Laughter De Montréal', 'Carnation', 'Cégep du vieux Montréal', 'Louis Belley', 'Ecole Tecnick', 'The testing location', 'Coronation primary', 'Middle School', 'Daku', 'San Pedro', 'Manjhiyawan bhonatoli', 'Ville marie', 'Training Center Éducagir', 'Johnson Cornell Boardroom', 'College La Perle', 'School', '集合', 'Roobet Game Store', 'Institute Leadership In Gestion', 'The Factry Science and Creativity Center']",637.9333333333333,210
Bubble Tea Shop,45.519181,-73.587488,ChIJVXHZSRobyUwRsTF0plWq1SU,8,"['Projets Alpha Et Omega Inc (Les)', ""GERIQ - Groupe d'études et de recherche sur l'international et le Québec"", 'École d’été: Construire l’action publique Jeunesse : un processus collectif | ENAP-Montréal', 'Institut Grasset', 'Rbq Compétence', 'Geosphair Aviation Inc.', 'Unité de santé internationale', 'McGill']",949.375,636.0,60,"['Yoga Sangha', 'Francais College', 'Bancroft Elementary School', 'Academy Salsa de Montréal', ""Clinique De Lecture Et D'Ecriture"", '23e Jour Communications', 'Infopress', ""Ėcole JEM l'informatique"", 'Reseau Education Medias', 'Shop Tibet À Montréal', 'Centre De Méditation Bouddhiste Tibétaine Paramita De Montréal', 'Académie de musique Lauber', ""Association Student De L'enap"", 'Centre De Formation Contech', 'Center Musicians Du Monde', 'Rdv par Patrick G. Nadeau', 'École De Sténographie Judiciaire', 'Numinus | Montreal | Laurier West', ""L'École des Premières Lettres"", 'EESNQ', 'MIND High School', 'National Theatre School of Canada', 'Institut Grasset', 'Art De Vivre', 'Cooperative Teachers De Musique', 'Luciddavid Qi Gong', 'Rainbow Elementary School', 'Centre de Qigong Laflamme', 'St. Enfant Jesus Primary School', 'National School of Public Administration (ENAP)general information', 'Fragments Libres, École de Qi Gong', 'École primaire Louis-Hippolyte-Lafontaine', 'Nathalie Boutrie', 'École de danse JiveStudio', 'Espace Kaya', 'Schola Saint Grégoire', 'Anadanse', 'Crèche & Maison', 'Centre Paramita Plateau', 'Tristan Lauber Piano Studio', 'University Du Québec', 'Groupe d’étude sur la gouvernance et la passation des marchés publics', 'CMM', 'E2m Equipment Medical Mobile', 'École primaire au Pied-de-la-Montagne - Pavillon Saint-Jean-Baptiste', 'Belz Community High School', 'Aria Atelier De Chant', 'Rbq Compétence', 'Приходская школа им. А. С. Пушкина', 'Workshops Education Popular Du Plateau', 'Les ateliers kikicode', 'Fairmount Daycare', 'CURSO FRANCES', 'Chez Bino Dicolo', 'Guitar School De Montréal', 'Robert Gravel High School', 'Emmem', 'Access Trager', 'Laurier', 'Art du Chi Montréal']",697.6,113
Labothery,45.4750208,-73.6082796,ChIJj9vQtuoRyUwReXAqIa08zNo,2,"['Marianopolis College', 'Stone Hon. Paul Gerin - Lajiue']",702.5,328.0,41,"['Centre des arts visuels / The Visual Arts Centre', 'Notre-Dame-De-Grâce School', 'Preschool Blossom Academy', 'Montreal Voice Coach & Singing Teacher, Lesley Findlay', 'Ecole de Couture Celine Ross', 'N C J Educational Services', 'Montreal Oral School', 'Church Prayer Palace', 'Mechta - Russian Children Centre', 'Harmonie Musicothérapie', 'Express Voice Studio NDG', 'Singing Lessons with Tamar and Geoff', '가나다 한국어 학교', 'FCCCQ', 'GANADA Korean Language School', 'MaFa Studio', 'Centennial Academy', 'Garderie Montessori Westmount', 'MacKay School for the Deaf', 'Garderie Éducative Autour Du Monde', ""School Saint-Luc - Annexe Prud'homme"", 'Farhan school', 'The Westmount Piano Studio', 'Jonathan Stein', 'Ets', 'Enfance Pour Tous Upper Lachine', 'Chapman Piano Studio NDG/Westmount - Cours de Piano et Guitare', 'Mini-Med School', 'Primary School Saint-Raymond', 'Camp Musical Des Laurentides', 'Shooting Star School', ""Nursery Mina's small treasures Inc."", 'Prof Findlay Appt #3', 'roslyn mountainside', 'Congrégation De Notre-Dame', 'Ics Canada High School', 'Poste', 'Roslyn Elementary School', 'Academy Campus II', 'Nursery', 'School Oral De Montréal Pour Les Sourds Inc.']",698.7560975609756,131
Boba Boba,45.4796547,-73.5770991,ChIJu1N0vRAbyUwRD3b-kXzZunE,1,['University'],1023.0,1023.0,40,"['Profaqua Inc.', 'Ali school', 'Safa Driving School', 'Fitt Studio', 'AAD Driving School', 'Garderies', 'Annex and Charlevoix', 'Cpe Biscuit Workman', 'Auto Ecole', 'Violin Studio - Ecole de Musique', 'Agence Big Bang Inc', 'Garderie Rainbow Daycare', 'CPE Paillasson', 'Saint-Henri Secondary School', 'Montreal Southwest Trade School', 'Tao Sangha Montreal', 'Victor Rousselot Elementary School', 'Mosko Academie Inc.', 'Voix de Montreal - Cours de Chant Privée avec Gino Quilico', '帅帅油画课', 'Groupe CCL International', 'CPE Tyndale St-George', 'Above Academy', 'Adopro', '阿沫学校', 'سليم حميسي', 'Myriam Studio', 'Dynamic Theater Factory', 'school', 'Charlemagne – École de milieu', 'Latin Spirit Dance School', 'Institut Chakana', 'Libyan School.montreal المدرسة الليبية مونتريال', 'Emsom', 'École spécialisée Annexe Accès Ouest', 'CPE Biscuit Saint-Antoine', 'Cavendish and Chester', 'Community Center', 'Studio Ceramique Sud-Ouest', 'Benoit Daigle']",873.3,127
Chatime Montreal Chinatown (~24/7),45.5075827,-73.56021249999999,ChIJnYVHsFEayUwR7qbzuA3Aqfs,44,"['University of Quebec in Montreal', 'Cegep of Old Montreal', 'University of Quebec at Montreal', 'ISI, Higher Institute of Computer Science', 'NAD - École des arts numériques, de l’animation et du design', ""Institut de Recherches et d'Études Féministes (IREF)"", 'School Show-Business', ""École de design de l'UQAM"", 'Laboratoire de résistance sémiotique', 'Judith Jasmin Pavilion Annex', 'Laval University - Montreal Office', 'Collège CDI - Montréal', 'EMBA McGill - HEC Montreal', 'CGH College', 'React Academy', 'mcgill', 'UQAM pavillon V', 'Registrariat - UQAM', 'Startup Playground', 'HEC Montréal - Édifice Hélène-Desmarais', 'École des dirigeants HEC Montréal', 'UQAM - Pavillon President-Kennedy', 'Volumes College', ""Service des Archives et de Gestion des Documents de l'Uqam"", 'CHOQ.ca', 'Pinacoteca', 'UQAM', 'AFELC-UQAM', 'Transept sud– Anciennement Cathédrale Saint-Jacques de Montréal – Maintenant UQAM', 'Foundation Uqam', 'Complexe des sciences Pierre-Dansereau', 'Ferrier Building 2', 'college', 'Mcit', 'Voyages En Direct University', 'Cybersecurity degree and certification (by Kensley College)', 'Kensley College', 'Trebas Institute', 'CEGEP', ""Majlis ta'lim Nurul mangsub"", 'College Supérieur Montréal', 'CEGEP', 'Collège Greystone à Montréal', 'UQAT Center in Montreal']",930.25,234.0,60,"['University of Quebec at Montreal', 'EFPHQ Vocational Training School In Hypnotherapy', 'School Show-Business', 'Elite Québec', 'Fashion College ESG UQÀM, in Partnership with the UQÀM Faculty of Arts', 'Observatory Compétences-Emplois', 'Gemmological Institute of Montreal', 'Axion 21 Centre Linguistique', 'Hexagram-UQAM', 'Coeur des sciences', 'UQAM', 'Adult Education and Vocational Training Network', 'Blitz Tutorat', 'Paulo Bottas - Music', 'Recording Institute of Canada', 'MLS Inc', 'Superior College Of Montreal, Inc.', ""School Preparatory Music De L'uqam"", 'Academie Bar Pro', ""Institut national de l'image et du son"", 'Place Aux Jeunes Du Quebec', 'CGH College', 'Isi - Cegep', '학회장', 'L’Academie internationale de la conférence', 'Espi Campus Montréal', '语言学校', 'Escuela Canada', 'School of architecture, McGill University', 'Kitem', 'Immigration Canada', 'soccer', 'Bar School', 'Maison blanche', 'Camp By Day Photo-Entrequatreyeux', 'OTA Inc.', ""Centre d'évaluation de compétences linguistiques (CECL-UQAM)"", 'Kendrick garderie', 'School Alexandra', 'Jam Vocal Academy', 'Galerie Bejo', 'hi', 'École de bar MADE WITH LOVE Bar School', 'Matthew Lui Kung Fu', 'Dokoma', 'Ela Jambo', 'Formation BartendOne', 'Old Boucheron Language School (1988)', 'CPE', 'Ecole de management INSA School of Management', 'School', 'École Alemán', 'Vision Nova Lingua', 'ilsc', 'School Circus', ""l'UQAM Central Library"", 'Fusion Youth', 'Réseau Archéo-Québec', 'Training Center Éducagir', 'Montreal School of Jewelery']",770.8166666666667,234
Presotea McGill,45.5051682,-73.57160010000001,ChIJJ6qLtlgbyUwRIl73irem3_E,60,"['McGill University', 'University of Quebec at Montreal', ""O'Sullivan College"", 'Desautels Faculty of Management, McGill University', 'ISI, Higher Institute of Computer Science', 'NAD - École des arts numériques, de l’animation et du design', 'McGill Executive Institute', 'McGill University Safety', 'Centre de réadaptation en dépendance de Montréal – Institut universitaire', 'Laval University - Montreal Office', 'McGill School of Continuing Studies', 'English and French Language Programs', 'Department of East Asian Studies', 'Department of Atmospheric and Oceanic Sciences', 'McGill University Service Point', 'Trottier Space Institute', 'Ordre Des Geologues', 'Canada College', 'McGill University', 'Elite Consultation & Formation Association', 'School Show-Business', 'Memorial Pool', 'McGill', 'Newman Centre of McGill University', 'Education Canada College', 'Trebas Institute', 'Stewart Biology Building - McGill University 🎓🏫', 'Collège Salette', 'EMBA McGill - HEC Montreal', 'The Presbyterian College, Montreal', 'UQAT Center in Montreal', 'Collège Greystone à Montréal', 'Languages, Literatures, and Cultures - Hispanic Studies', 'Collège Tmi', ""Majlis ta'lim Nurul mangsub"", 'Maass Chemistry Building', 'Mcit', 'Volumes College', 'Macdonald-Harrington Building', 'Macdonald Engineering Building', 'McConnell Engineering Building', 'Cybersecurity degree and certification (by Kensley College)', 'Kensley College', 'Maison Arthur-Kivell-Fisk', 'Arts OASIS', 'UQAM - Pavillon President-Kennedy', 'Mcgill College', 'Ferrier Building 2', 'college', 'Voyages En Direct University', 'M. H. Wong Building', 'McGill Art Hive', 'L.M. Trottier Building', 'Complexe des sciences Pierre-Dansereau', 'HEC Montréal - Édifice Hélène-Desmarais', 'École des dirigeants HEC Montréal', 'McGill Faculty of Education', ""Medical Students' Society of McGill University"", 'TAC College Solutions Inc', 'New Chancellor Day Hall']",621.7833333333333,48.0,60,"['University of Quebec at Montreal', 'F.A.C.E. Elementary and Secondary School', 'MLS', 'Berlitz Montréal Learning Centre', ""Conseil des Fonds d'Investissement du Québec"", 'Adult Education and Vocational Training Network', 'McGill School of Continuing Studies', 'UQAM', 'Gemmological Institute of Montreal', 'FARMM', 'Blitz Tutorat', 'McGill University Office of Sustainablity', 'Coeur des sciences', 'McGill CPE', 'Hexagram-UQAM', 'Zumba Montreal', 'Collège MEGA', 'McGill University - Faculty of Law', 'Canadian Institute For Health', 'School Show-Business', 'Grade Gurus', 'General Physics Corporation', 'Kaplan (Canada) Ltd', 'Medhat Hanbali - Film Composer', 'MLS Inc', 'Trebas Institute', ""Académie Herb'holiste Inc. Course D'herboristerie"", 'Superior College Of Montreal, Inc.', 'Academie Bar Pro', 'Fraser Institute', 'Zoom Académie', 'SC COLLEGE QUEBEC', '蒙特利尔中加语言文化学院', 'UQAT Center in Montreal', 'Caron Ltee Language School', 'Office for Sexual Violence Response, Support and Education', 'Academic Values', 'Collège Greystone à Montréal', 'Stem Montessori Academy of Canada Montreal', 'Kpodjehoun Sodji Baba', 'Medan utara', 'Department of Languages, Literatures, and Cultures - Russian and Slavic Studies', 'Schulich School of Music', 'Regroupement pour la formation en audiovisuel du Québec', 'Elizabeth Wirth Music Building', 'Kambhampati Research Group', 'Montreal School of Jewelery', 'Club Immobiliet', 'McGill University - Undergraduate Teaching Clinic', 'Maass Chemistry Building', 'Pulp & Paper Building', 'School Circus', 'Académie CIVA - Formation en services bancaires, financiers et assurances', 'Stationnement Face', 'Fovnded High School of Montreal', 'Institute Leadership In Gestion', 'Ecole de management INSA School of Management', 'Language Trainers Canada', '1501 Mcgill College', 'Matthew Lui Kung Fu']",464.3333333333333,46
Chatime VSL (Thé aux perles),45.524314,-73.7135165,ChIJO9FtV1gjyUwRlXs1esOR36A,1,['Université De Montréal'],1531.0,1531.0,16,"['Louisbourg Elementary School', 'Académie An-Noor', 'Atelier De Poupees Eva', 'Learners International School', 'École De Langue Baol', 'Wafa', 'La Petite Academie', 'Virtual Courses Now', 'Alo Autisme', 'Centre de Formation ProActive Inc', 'Premierssoins.com', 'Centre Académique Fournier (Section Primaire)', 'Kader', 'Garderie Magique', 'Simply Yoga with Nathaly', 'A school']",1023.0625,470
Bubble Tea Shop,45.594248,-73.57425099999999,ChIJ5ZtrcJEfyUwR2mxbeUPtmCw,1,['Saurabh vishwakarma'],490.0,490.0,14,"['Dante Elementary School', 'Cour de Frigoriste ACETAF', 'Academy Québec', 'Aqeta Section St Leonard', 'Bureau', 'École Robert-Gravel', 'Anjou Nursery', 'Nursery E.n', 'École primaire Lambert-Closse', 'Tutorat Taypro', 'L’Académie de danse de Montréal', 'Inas', 'Course Español', 'Nursery Le Monde Des Petits Inc']",1052.642857142857,410
Bubble Tea Shop,45.589869,-73.53931299999999,ChIJY9G2F0UdyUwReshXsCQmzE0,1,['voy k5'],1034.0,1034.0,14,"['Scout', 'Académie Dunton', 'École de langues Languistic.ca', 'Music Artists', 'École Saint-Donat Annexe', 'Institute Training Istam', 'Nursery Polochon', 'College Ellis', 'École primaire Saint-Donat', 'Irina Tariuk Ap 19', 'Le Paon', 'Edward Murphy Elementary School', 'Pavillons Bleu Dpj', ""Les Petits Bouts-de-Choux de L'Est""]",870.3571428571429,119
